-2.590000000000000000e+02,4.009706834732434722e+00
-2.580000000000000000e+02,4.010051416989562689e+00
-2.570000000000000000e+02,4.009190849161462289e+00
-2.560000000000000000e+02,4.010296680346728593e+00
-2.550000000000000000e+02,4.010849395763942837e+00
-2.540000000000000000e+02,4.011814023979674459e+00
-2.530000000000000000e+02,4.011110015369809823e+00
-2.520000000000000000e+02,4.012421763785556372e+00
-2.510000000000000000e+02,4.013074692178055791e+00
-2.500000000000000000e+02,4.014312954242606146e+00
-2.490000000000000000e+02,4.014033931271634437e+00
-2.480000000000000000e+02,4.014532980111137128e+00
-2.470000000000000000e+02,4.013546750992191825e+00
-2.460000000000000000e+02,4.014956520823109720e+00
-2.450000000000000000e+02,4.015658506696003549e+00
-2.440000000000000000e+02,4.016366456338364976e+00
-2.430000000000000000e+02,4.016041301219397397e+00
-2.420000000000000000e+02,4.017075042714536970e+00
-2.410000000000000000e+02,4.017439938916324671e+00
-2.400000000000000000e+02,4.018482408932506189e+00
-2.390000000000000000e+02,4.019066943819173510e+00
-2.380000000000000000e+02,4.020094320585028136e+00
-2.370000000000000000e+02,4.020943280189363200e+00
-2.360000000000000000e+02,4.021526097217321016e+00
-2.350000000000000000e+02,4.022298803072690276e+00
-2.340000000000000000e+02,4.022802962164565344e+00
-2.330000000000000000e+02,4.023461667606639480e+00
-2.320000000000000000e+02,4.023924054974200359e+00
-2.310000000000000000e+02,4.024349327481401062e+00
-2.300000000000000000e+02,4.024444407927634693e+00
-2.290000000000000000e+02,4.024508899642291304e+00
-2.280000000000000000e+02,4.024190853264788537e+00
-2.270000000000000000e+02,4.024042930014539721e+00
-2.260000000000000000e+02,4.023647747740850988e+00
-2.250000000000000000e+02,4.023569606431582457e+00
-2.240000000000000000e+02,4.023733398139096806e+00
-2.230000000000000000e+02,4.023448214516993637e+00
-2.220000000000000000e+02,4.023312057409914821e+00
-2.210000000000000000e+02,4.023001410936864808e+00
-2.200000000000000000e+02,4.023692067479819556e+00
-2.190000000000000000e+02,4.023996533957259203e+00
-2.180000000000000000e+02,4.023877269736244600e+00
-2.170000000000000000e+02,4.023808498934811517e+00
-2.160000000000000000e+02,4.022537814576762294e+00
-2.150000000000000000e+02,4.021639422039227973e+00
-2.140000000000000000e+02,4.020812754978773995e+00
-2.130000000000000000e+02,4.020265938591625066e+00
-2.120000000000000000e+02,4.020861852600757125e+00
-2.110000000000000000e+02,4.021426970293007663e+00
-2.100000000000000000e+02,4.021736575336578134e+00
-2.090000000000000000e+02,4.022392974449413572e+00
-2.080000000000000000e+02,4.023115744966829332e+00
-2.070000000000000000e+02,4.020963534452903332e+00
-2.060000000000000000e+02,4.020058109791448508e+00
-2.050000000000000000e+02,4.018566659457075474e+00
-2.040000000000000000e+02,4.016734636430441263e+00
-2.030000000000000000e+02,4.016299886039385925e+00
-2.020000000000000000e+02,4.015682253067340390e+00
-2.010000000000000000e+02,4.014794645869203649e+00
-2.000000000000000000e+02,4.015962245813569531e+00
-1.990000000000000000e+02,4.016531387453608382e+00
