53
30
65
4
23
24
26
29
14
15
21
9
10
43
27
28
126
24
10
12
12
16
23
61
68
9
10
13
8
26
9
51
79
21
9
60
65
6
29
58
61
64
25
26
9
10
14
9
21
4
108
9
60
64
52
5
87
89
10
12
13
4
6
15
121
123
126
8
18
29
5
5
9
8
5
7
14
64
11
113
5
34
9
14
20
56
61
61
46
28
31
5
17
22
26
38
40
4
4
80
37
46
135
137
4
76
9
12
18
26
10
25
71
111
