,config_id,idx,origin_Li,origin_EC,origin_DMC,origin_VC,origin_PF6,rxn_EC,rxn_DMC,rxn_VC,rxn_PF6,rdc_EC,rdc_DMC,rdc_VC,rdc_PF6,rxn,rdc,rxn_wt_pid,rdc_wt_pid,rxn_changed_bonds
20,0x5839e9244933d11,-1,2,10,10,3,2,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
21,0x5c0dc17df5792029,-1,2,10,10,2,2,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
22,0x61fe56e1807b7e0f,-1,2,10,10,1,2,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
23,0x62401f49802d07af,-1,2,10,10,1,1,0,0,0,0,1,0,0,0,set(),{'EC_9 => C3O3H4_reduction'},set(),{'EC_9 => sg0-C3O3H4_reduction'},set()
24,0x6a9159fb689e304f,-1,4,10,10,1,1,2,0,0,0,0,0,0,0,"{'EC_4 => C3O3H4', 'EC_5 => C2H4+CO3'}",set(),"{'EC_5 => sg1-C2H4+sg2-CO3', 'EC_4 => sg0-C3O3H4'}",set(),"{((('C54', 'O58'), (1.6086, 3.1128), (('C54@EC_5', 'O58@EC_5'), ('C54@frame(-1)-sg1-C2H4', 'O58@frame(-1)-sg2-CO3'))), (('C55', 'O57'), (1.6093, 3.6219), (('C55@EC_5', 'O57@EC_5'), ('C55@frame(-1)-sg1-C2H4', 'O57@frame(-1)-sg2-CO3')))), ((('C44', 'O48'), (1.6065, 2.8886), (('C44@EC_4', 'O48@EC_4'), ('C44@frame(-1)-sg0-C3O3H4', 'O48@frame(-1)-sg0-C3O3H4'))),)}"
25,0x6b06995f9b0734f5,-1,5,10,10,2,1,2,0,0,0,0,0,0,0,"{'EC_1 => C2H4+CO3', 'EC_5 => C2H4+CO3'}",set(),"{'EC_5 => sg2-C2H4+sg3-CO3', 'EC_1 => sg0-C2H4+sg1-CO3'}",set(),"{((('C55', 'O59'), (1.6059, 3.7018), (('C55@EC_5', 'O59@EC_5'), ('C55@frame(-1)-sg2-C2H4', 'O59@frame(-1)-sg3-CO3'))), (('C56', 'O58'), (1.6084, 3.6657), (('C56@EC_5', 'O58@EC_5'), ('C56@frame(-1)-sg2-C2H4', 'O58@frame(-1)-sg3-CO3')))), ((('C15', 'O19'), (1.6056, 3.1776), (('C15@EC_1', 'O19@EC_1'), ('C15@frame(-1)-sg0-C2H4', 'O19@frame(-1)-sg1-CO3'))), (('C16', 'O18'), (1.6062, 4.1339), (('C16@EC_1', 'O18@EC_1'), ('C16@frame(-1)-sg0-C2H4', 'O18@frame(-1)-sg1-CO3'))))}"
26,0x6cbb53dc170da255,-1,3,10,10,1,2,1,0,1,0,0,0,0,0,{'EC_7+VC_0 => C3O3H4C3O3H2'},set(),{'EC_7+VC_0 => sg0-C3O3H4C3O3H2'},set(),"{((('C75', 'C223'), (12.2449, 12.7727), (('C75@EC_7', 'C223@VC_0'), ('C75@frame(-1)-sg0-C3O3H4C3O3H2', 'C223@frame(-1)-sg0-C3O3H4C3O3H2'))),)}"
27,0x6e53dcaf9bb7d63d,-1,5,10,10,1,2,1,0,0,0,0,0,1,0,{'EC_4 => C3O3H4'},{'VC_0 => C3O3H2_reduction'},{'EC_4 => sg0-C3O3H4'},{'VC_0 => sg1-C3O3H2_reduction'},"{((('C47', 'O49'), (1.521, 3.0333), (('C47@EC_4', 'O49@EC_4'), ('C47@frame(-1)-sg0-C3O3H4', 'O49@frame(-1)-sg0-C3O3H4'))),)}"
28,0x738edb953423476e,-1,8,10,10,1,1,3,0,0,0,1,0,0,0,"{'EC_5 => C2H4+CO3', 'EC_3 => C2H4+CO3', 'EC_6 => C2H4+CO3'}",{'EC_1 => C3O3H4_reduction'},"{'EC_5 => sg3-C2H4+sg4-CO3', 'EC_3 => sg1-C2H4+sg2-CO3', 'EC_6 => sg5-C2H4+sg6-CO3'}",{'EC_1 => sg0-C3O3H4_reduction'},"{((('C68', 'O72'), (1.6071, 3.6233), (('C68@EC_6', 'O72@EC_6'), ('C68@frame(-1)-sg5-C2H4', 'O72@frame(-1)-sg6-CO3'))), (('C69', 'O71'), (1.6077, 3.727), (('C69@EC_6', 'O71@EC_6'), ('C69@frame(-1)-sg5-C2H4', 'O71@frame(-1)-sg6-CO3')))), ((('C38', 'O42'), (1.6036, 3.2757), (('C38@EC_3', 'O42@EC_3'), ('C38@frame(-1)-sg1-C2H4', 'O42@frame(-1)-sg2-CO3'))), (('C39', 'O41'), (1.6058, 3.2831), (('C39@EC_3', 'O41@EC_3'), ('C39@frame(-1)-sg1-C2H4', 'O41@frame(-1)-sg2-CO3')))), ((('C58', 'O62'), (1.6061, 4.4839), (('C58@EC_5', 'O62@EC_5'), ('C58@frame(-1)-sg3-C2H4', 'O62@frame(-1)-sg4-CO3'))), (('C59', 'O61'), (1.6048, 3.3306), (('C59@EC_5', 'O61@EC_5'), ('C59@frame(-1)-sg3-C2H4', 'O61@frame(-1)-sg4-CO3'))))}"
29,0x75c830e125132dfc,-1,7,10,10,3,2,3,0,0,0,0,0,0,0,"{'EC_1 => C2H4+CO3', 'EC_8 => C3O3H4', 'EC_7 => C2H4+CO3'}",set(),"{'EC_7 => sg2-C2H4+sg3-CO3', 'EC_1 => sg0-C2H4+sg1-CO3', 'EC_8 => sg4-C3O3H4'}",set(),"{((('C77', 'O81'), (1.6073, 3.0991), (('C77@EC_7', 'O81@EC_7'), ('C77@frame(-1)-sg2-C2H4', 'O81@frame(-1)-sg3-CO3'))), (('C78', 'O80'), (1.6053, 3.6967), (('C78@EC_7', 'O80@EC_7'), ('C78@frame(-1)-sg2-C2H4', 'O80@frame(-1)-sg3-CO3')))), ((('C17', 'O21'), (1.6077, 4.5062), (('C17@EC_1', 'O21@EC_1'), ('C17@frame(-1)-sg0-C2H4', 'O21@frame(-1)-sg1-CO3'))), (('C18', 'O20'), (1.6011, 3.162), (('C18@EC_1', 'O20@EC_1'), ('C18@frame(-1)-sg0-C2H4', 'O20@frame(-1)-sg1-CO3')))), ((('C87', 'O91'), (1.6056, 2.5847), (('C87@EC_8', 'O91@EC_8'), ('C87@frame(-1)-sg4-C3O3H4', 'O91@frame(-1)-sg4-C3O3H4'))),)}"
30,0x86394955ac0627c,-1,8,10,10,2,1,3,0,0,0,0,0,1,0,"{'EC_9 => C2H4+CO3', 'EC_7 => C2H4+CO3', 'EC_6 => C2H4+CO3'}",{'VC_0 => C3O3H2_reduction'},"{'EC_7 => sg2-C2H4+sg3-CO3', 'EC_6 => sg0-C2H4+sg1-CO3', 'EC_9 => sg4-C2H4+sg5-CO3'}",{'VC_0 => sg6-C3O3H2_reduction'},"{((('C98', 'O102'), (1.6054, 3.87), (('C98@EC_9', 'O102@EC_9'), ('C98@frame(-1)-sg4-C2H4', 'O102@frame(-1)-sg5-CO3'))), (('C99', 'O101'), (1.6061, 3.2672), (('C99@EC_9', 'O101@EC_9'), ('C99@frame(-1)-sg4-C2H4', 'O101@frame(-1)-sg5-CO3')))), ((('C78', 'O82'), (1.6075, 3.2673), (('C78@EC_7', 'O82@EC_7'), ('C78@frame(-1)-sg2-C2H4', 'O82@frame(-1)-sg3-CO3'))), (('C79', 'O81'), (1.6074, 4.5189), (('C79@EC_7', 'O81@EC_7'), ('C79@frame(-1)-sg2-C2H4', 'O81@frame(-1)-sg3-CO3')))), ((('C68', 'O72'), (1.6078, 3.327), (('C68@EC_6', 'O72@EC_6'), ('C68@frame(-1)-sg0-C2H4', 'O72@frame(-1)-sg1-CO3'))), (('C69', 'O71'), (1.6079, 3.7094), (('C69@EC_6', 'O71@EC_6'), ('C69@frame(-1)-sg0-C2H4', 'O71@frame(-1)-sg1-CO3'))))}"
31,0xd14115dc66a6ebf,-1,2,10,10,1,1,0,0,0,0,1,0,0,0,set(),{'EC_9 => C3O3H4_reduction'},set(),{'EC_9 => sg0-C3O3H4_reduction'},set()
32,0xd9f36561a6a77e1,-1,4,10,10,3,1,1,0,0,0,0,0,1,0,{'EC_0 => C2H4+CO3'},{'VC_0 => C3O3H2_reduction'},{'EC_0 => sg0-C2H4+sg1-CO3'},{'VC_0 => sg2-C3O3H2_reduction'},"{((('C4', 'O8'), (1.6055, 3.6939), (('C4@EC_0', 'O8@EC_0'), ('C4@frame(-1)-sg0-C2H4', 'O8@frame(-1)-sg1-CO3'))), (('C5', 'O7'), (1.6053, 3.2432), (('C5@EC_0', 'O7@EC_0'), ('C5@frame(-1)-sg0-C2H4', 'O7@frame(-1)-sg1-CO3'))))}"
33,0x115f83e4ae91c32d,-1,2,10,10,1,2,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
34,0x19fd68db06d4bdd8,-1,5,10,10,3,2,2,0,0,0,0,0,0,0,"{'EC_7 => C2H4+CO3', 'EC_6 => C3O3H4'}",set(),"{'EC_6 => sg0-C3O3H4', 'EC_7 => sg1-C2H4+sg2-CO3'}",set(),"{((('C65', 'O69'), (1.6036, 2.8799), (('C65@EC_6', 'O69@EC_6'), ('C65@frame(-1)-sg0-C3O3H4', 'O69@frame(-1)-sg0-C3O3H4'))),), ((('C75', 'O79'), (1.6078, 3.4962), (('C75@EC_7', 'O79@EC_7'), ('C75@frame(-1)-sg1-C2H4', 'O79@frame(-1)-sg2-CO3'))), (('C76', 'O78'), (1.6059, 3.2871), (('C76@EC_7', 'O78@EC_7'), ('C76@frame(-1)-sg1-C2H4', 'O78@frame(-1)-sg2-CO3'))))}"
35,0x1a6cc5fe19fc4d4a,-1,4,10,10,1,1,1,0,0,0,1,0,0,0,{'EC_5 => C2H4+CO3'},{'EC_8 => C3O3H4_reduction'},{'EC_5 => sg0-C2H4+sg1-CO3'},{'EC_8 => sg2-C3O3H4_reduction'},"{((('C54', 'O58'), (1.6087, 3.8445), (('C54@EC_5', 'O58@EC_5'), ('C54@frame(-1)-sg0-C2H4', 'O58@frame(-1)-sg1-CO3'))), (('C55', 'O57'), (1.6097, 3.7419), (('C55@EC_5', 'O57@EC_5'), ('C55@frame(-1)-sg0-C2H4', 'O57@frame(-1)-sg1-CO3'))))}"
36,0x1bc72759cd025c0c,-1,8,10,10,1,1,3,1,0,0,0,0,0,0,"{'EC_3+EC_8 => C2H4+C3O3H4CO3', 'EC_5 => C2H4+CO3', 'DMC_4 => C2O2H3+COH3'}",set(),"{'EC_5 => sg1-C2H4+sg2-CO3', 'EC_3+EC_8 => sg0-C3O3H4CO3+sg3-C2H4', 'DMC_4 => sg4-C2O2H3+sg5-COH3'}",set(),"{((('C58', 'O62'), (1.6049, 3.2961), (('C58@EC_5', 'O62@EC_5'), ('C58@frame(-1)-sg1-C2H4', 'O62@frame(-1)-sg2-CO3'))), (('C59', 'O61'), (1.6071, 4.1269), (('C59@EC_5', 'O61@EC_5'), ('C59@frame(-1)-sg1-C2H4', 'O61@frame(-1)-sg2-CO3')))), ((('C156', 'O161'), (1.369, 3.4154), (('C156@DMC_4', 'O161@DMC_4'), ('C156@frame(-1)-sg4-C2O2H3', 'O161@frame(-1)-sg5-COH3'))),), ((('C88', 'O92'), (1.6062, 4.3963), (('C88@EC_8', 'O92@EC_8'), ('C88@frame(-1)-sg3-C2H4', 'O92@frame(-1)-sg0-C3O3H4CO3'))), (('C89', 'O91'), (1.6053, 4.8723), (('C89@EC_8', 'O91@EC_8'), ('C89@frame(-1)-sg3-C2H4', 'O91@frame(-1)-sg0-C3O3H4CO3'))), (('C40', 'O92'), (3.783, 1.4892), (('C40@EC_3', 'O92@EC_8'), ('C40@frame(-1)-sg0-C3O3H4CO3', 'O92@frame(-1)-sg0-C3O3H4CO3'))))}"
37,0x1c50d01100e889d1,-1,2,10,10,1,1,0,0,0,0,1,0,0,0,set(),{'EC_2 => C3O3H4_reduction'},set(),{'EC_2 => sg0-C3O3H4_reduction'},set()
38,0x23ac7ef775ac10fd,-1,6,10,10,2,2,2,0,0,0,0,0,0,0,"{'EC_1 => C2H4+CO3', 'EC_4 => C2H4+CO3'}",set(),"{'EC_1 => sg0-C2H4+sg1-CO3', 'EC_4 => sg2-C2H4+sg3-CO3'}",set(),"{((('C46', 'O50'), (1.6073, 3.907), (('C46@EC_4', 'O50@EC_4'), ('C46@frame(-1)-sg2-C2H4', 'O50@frame(-1)-sg3-CO3'))), (('C47', 'O49'), (1.606, 3.2608), (('C47@EC_4', 'O49@EC_4'), ('C47@frame(-1)-sg2-C2H4', 'O49@frame(-1)-sg3-CO3')))), ((('C16', 'O20'), (1.609, 3.3352), (('C16@EC_1', 'O20@EC_1'), ('C16@frame(-1)-sg0-C2H4', 'O20@frame(-1)-sg1-CO3'))), (('C17', 'O19'), (1.6066, 3.7886), (('C17@EC_1', 'O19@EC_1'), ('C17@frame(-1)-sg0-C2H4', 'O19@frame(-1)-sg1-CO3'))))}"
39,0x259f28690b9a6847,-1,7,10,10,1,1,3,0,0,0,0,0,0,0,"{'EC_8 => C2H4+CO3', 'EC_9 => C2H4+CO3', 'EC_0 => C2O2H4+CO'}",set(),"{'EC_8 => sg2-C2H4+sg3-CO3', 'EC_0 => sg0-C2O2H4+sg1-CO', 'EC_9 => sg4-C2H4+sg5-CO3'}",set(),"{((('C9', 'O11'), (1.5201, 3.5452), (('C9@EC_0', 'O11@EC_0'), ('C9@frame(-1)-sg1-CO', 'O11@frame(-1)-sg0-C2O2H4'))), (('C9', 'O10'), (1.5208, 2.3962), (('C9@EC_0', 'O10@EC_0'), ('C9@frame(-1)-sg1-CO', 'O10@frame(-1)-sg0-C2O2H4')))), ((('C87', 'O91'), (1.6067, 4.1138), (('C87@EC_8', 'O91@EC_8'), ('C87@frame(-1)-sg2-C2H4', 'O91@frame(-1)-sg3-CO3'))), (('C88', 'O90'), (1.6074, 3.1059), (('C88@EC_8', 'O90@EC_8'), ('C88@frame(-1)-sg2-C2H4', 'O90@frame(-1)-sg3-CO3')))), ((('C97', 'O101'), (1.6073, 3.6722), (('C97@EC_9', 'O101@EC_9'), ('C97@frame(-1)-sg4-C2H4', 'O101@frame(-1)-sg5-CO3'))), (('C98', 'O100'), (1.6064, 4.1615), (('C98@EC_9', 'O100@EC_9'), ('C98@frame(-1)-sg4-C2H4', 'O100@frame(-1)-sg5-CO3'))))}"
40,0x27ca1999e1a8e63f,-1,4,10,10,3,2,1,0,0,0,0,0,0,0,{'EC_0 => C2H4+CO3'},set(),{'EC_0 => sg0-C2H4+sg1-CO3'},set(),"{((('C4', 'O8'), (1.6039, 3.6362), (('C4@EC_0', 'O8@EC_0'), ('C4@frame(-1)-sg0-C2H4', 'O8@frame(-1)-sg1-CO3'))), (('C5', 'O7'), (1.605, 3.3644), (('C5@EC_0', 'O7@EC_0'), ('C5@frame(-1)-sg0-C2H4', 'O7@frame(-1)-sg1-CO3'))))}"
41,0x2d8119cdf609488f,-1,3,10,10,3,1,1,0,0,0,0,0,0,0,{'EC_0 => C2H4+CO3'},set(),{'EC_0 => sg0-C2H4+sg1-CO3'},set(),"{((('C3', 'O7'), (1.6075, 3.4476), (('C3@EC_0', 'O7@EC_0'), ('C3@frame(-1)-sg0-C2H4', 'O7@frame(-1)-sg1-CO3'))), (('C4', 'O6'), (1.6054, 3.9905), (('C4@EC_0', 'O6@EC_0'), ('C4@frame(-1)-sg0-C2H4', 'O6@frame(-1)-sg1-CO3'))))}"
42,0x2e541cd8031f78f2,-1,2,10,10,1,2,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
43,0x2fc181e1a5cc9700,-1,3,10,10,2,1,1,0,0,0,0,0,0,0,{'EC_6 => C3O3H4'},set(),{'EC_6 => sg0-C3O3H4'},set(),"{((('C65', 'O66'), (1.5191, 3.3151), (('C65@EC_6', 'O66@EC_6'), ('C65@frame(-1)-sg0-C3O3H4', 'O66@frame(-1)-sg0-C3O3H4'))),)}"
44,0x31b90109dd615bcd,-1,4,10,10,1,2,1,1,0,0,0,0,0,0,{'DMC_7+EC_6 => C3O3H4C3O3H6'},set(),{'DMC_7+EC_6 => sg0-C3O3H4C3O3H6'},set(),"{((('C66', 'C188'), (12.4728, 12.9462), (('C66@EC_6', 'C188@DMC_7'), ('C66@frame(-1)-sg0-C3O3H4C3O3H6', 'C188@frame(-1)-sg0-C3O3H4C3O3H6'))),)}"
45,0x32ca3ccde9424fa0,-1,8,10,10,3,2,3,0,0,0,0,0,0,0,"{'EC_7 => C2H4+CO3', 'EC_5 => C2H4+CO3', 'EC_4 => C2H4+CO3'}",set(),"{'EC_5 => sg2-C2H4+sg3-CO3', 'EC_7 => sg4-C2H4+sg5-CO3', 'EC_4 => sg0-C2H4+sg1-CO3'}",set(),"{((('C78', 'O82'), (1.6077, 3.2386), (('C78@EC_7', 'O82@EC_7'), ('C78@frame(-1)-sg4-C2H4', 'O82@frame(-1)-sg5-CO3'))), (('C79', 'O81'), (1.6107, 4.3017), (('C79@EC_7', 'O81@EC_7'), ('C79@frame(-1)-sg4-C2H4', 'O81@frame(-1)-sg5-CO3')))), ((('C58', 'O62'), (1.6085, 3.2374), (('C58@EC_5', 'O62@EC_5'), ('C58@frame(-1)-sg2-C2H4', 'O62@frame(-1)-sg3-CO3'))), (('C59', 'O61'), (1.6101, 3.4602), (('C59@EC_5', 'O61@EC_5'), ('C59@frame(-1)-sg2-C2H4', 'O61@frame(-1)-sg3-CO3')))), ((('C48', 'O52'), (1.6046, 3.2636), (('C48@EC_4', 'O52@EC_4'), ('C48@frame(-1)-sg0-C2H4', 'O52@frame(-1)-sg1-CO3'))), (('C49', 'O51'), (1.6069, 3.6653), (('C49@EC_4', 'O51@EC_4'), ('C49@frame(-1)-sg0-C2H4', 'O51@frame(-1)-sg1-CO3'))))}"
